,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.1742076426470884,0.7827,0.718,0.7837,0.6523,0.5205,0.4086
0,1,1.1016317671372116,0.8206,0.7482,0.7877,0.7087,0.5578,0.4648
