,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.0745374180250487,0.8331,0.7596,0.7261,0.793,0.6204,0.5001
0,1,1.0531702394291165,0.8579,0.771,0.8867,0.6553,0.5477,0.506
