,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.6272325476927019,0.5,0.5,1.0,0.0,0.3211,0.0
0,1,1.6248132234716064,0.5,0.5,1.0,0.0,0.3237,0.0
