,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.3272825462841418,0.6363,0.605,0.6862,0.5238,0.4032,0.1965
0,1,1.3097292952935218,0.6693,0.6051,0.4728,0.7373,0.4564,0.2082
