,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,0.0,0.4969,0.5003,0.0006,1.0,1.0,0.0202
0,1,0.0,0.5019,0.5,0.0,1.0,0.0,0.0
