,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.1316608848449696,0.7999,0.7304,0.6741,0.7868,0.4222,0.3928
0,1,1.1120829658785225,0.8141,0.7391,0.7362,0.742,0.4064,0.3959
