,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.0527263334246943,0.8452,0.7756,0.818,0.7332,0.6576,0.5369
0,1,0.9972969852918306,0.8745,0.8067,0.8596,0.7538,0.6887,0.598
