,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.074435696522336,0.8318,0.7679,0.8692,0.6665,0.6319,0.5265
0,1,1.0747717470808933,0.8614,0.7641,0.6797,0.8486,0.7452,0.5379
