,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.0482664896927434,0.8478,0.7809,0.8396,0.7222,0.5949,0.5287
0,1,1.0076296930715674,0.8753,0.8033,0.915,0.6916,0.5883,0.5683
