,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.3972394810203042,0.6047,0.5,0.0,1.0,0.0,0.0
0,1,1.3960636918358524,0.6482,0.5,1.0,0.0,0.3348,0.0
