,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.6382539135888046,0.5,0.5,1.0,0.0,0.3097,0.0
0,1,1.630189499518486,0.5,0.5,1.0,0.0,0.3181,0.0
