,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.356667492106052,0.6282,0.6023,0.7801,0.4246,0.3822,0.1977
0,1,1.338415463563664,0.6338,0.5807,0.4686,0.6928,0.4176,0.1569
