,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.214840404686732,0.7534,0.6857,0.7406,0.6308,0.3253,0.2956
0,1,1.135489623369016,0.8083,0.7271,0.7778,0.6764,0.3673,0.3652
