,epoch,loss,AUC,B_ACC,RECALL,SPE,PRE,MCC
0,0,1.0962801737407981,0.8222,0.7533,0.7071,0.7995,0.4645,0.4398
0,1,1.0637635918652086,0.8315,0.7728,0.6985,0.8471,0.5271,0.494
